State,District,Market,Commodity,y,ds
Maharashtra,Satara,Karad APMC,Onion,1400.0,2025-12-08
Maharashtra,Satara,Satara APMC,Green Chilli,1500.0,2025-12-08
Maharashtra,Ahmednagar,Shrirampur APMC,Green Chilli,2750.0,2025-12-08
Maharashtra,Pune,Pune(Moshi) APMC,Carrot,2750.0,2025-12-08
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market) APMC,Carrot,2250.0,2025-12-08
Maharashtra,Sangli,"Sangli(Phale, Bhajipura Market) APMC",Onion,1375.0,2025-12-08
Maharashtra,Nagpur,Nagpur APMC,Green Chilli,2875.0,2025-12-08
Maharashtra,Satara,Satara APMC,Cabbage,1500.0,2025-12-08
Maharashtra,Amarawati,Varud(Rajura Bazar) APMC,Green Chilli,2400.0,2025-12-08
Maharashtra,Pune,Junnar(Narayangaon) APMC,Green Chilli,4300.0,2025-12-08
Maharashtra,Sholapur,Akluj APMC,Carrot,3500.0,2025-12-08
Maharashtra,Nagpur,Kamthi APMC,Garlic,8550.0,2025-12-08
Maharashtra,Sangli,Vita APMC,Green Chilli,4000.0,2025-12-08
Maharashtra,Nagpur,Hingna APMC,Carrot,2489.0,2025-12-08
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market) APMC,Cabbage,950.0,2025-12-08
Maharashtra,Mumbai,Mumbai APMC,Carrot,2000.0,2025-12-08
Maharashtra,Sholapur,Kurdwadi(Modnimb) APMC,Onion,600.0,2025-12-08
Maharashtra,Chandrapur,Chandrapur(Ganjwad) APMC,Pumpkin,1000.0,2025-12-08
Maharashtra,Pune,Khed APMC,Cabbage,1600.0,2025-12-08
Maharashtra,Sangli,"Sangli(Phale, Bhajipura Market) APMC",Garlic,5250.0,2025-12-08
Maharashtra,Kolhapur,Kolhapur APMC,Green Chilli,3000.0,2025-12-08
Maharashtra,Pune,Pune(Manjri) APMC,Green Chilli,3500.0,2025-12-08
Maharashtra,Ratnagiri,Ratnagiri (Nachane) APMC,Cabbage,2100.0,2025-12-08
Maharashtra,Pune,Pune APMC,Pumpkin,1750.0,2025-12-08
Maharashtra,Pune,Pune APMC,Green Chilli,3250.0,2025-12-08
Maharashtra,Pune,Pune(Pimpri) APMC,Onion,1300.0,2025-12-08
Maharashtra,Pune,Pune(Moshi) APMC,Green Chilli,3500.0,2025-12-08
Maharashtra,Pune,Junnar(Otur) APMC,Cabbage,1400.0,2025-12-08
Maharashtra,Nagpur,Hingna APMC,Green Chilli,3615.0,2025-12-08
Maharashtra,Nagpur,Nagpur APMC,Carrot,1625.0,2025-12-08
Maharashtra,Nashik,Nasik APMC,Carrot,1500.0,2025-12-08
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Green Chilli,3250.0,2025-12-08
Maharashtra,Raigad,Panvel APMC,Cabbage,2750.0,2025-12-08
Maharashtra,Pune,Junnar(Narayangaon) APMC,Cabbage,1200.0,2025-12-08
Maharashtra,Ratnagiri,Ratnagiri (Nachane) APMC,Green Chilli,4800.0,2025-12-08
Maharashtra,Sholapur,Laxmi Sopan Agriculture Produce Marketing Co Ltd APMC,Onion,1200.0,2025-12-08
Maharashtra,Nashik,Nasik APMC,Garlic,5000.0,2025-12-08
Maharashtra,Nagpur,Nagpur APMC,Cabbage,825.0,2025-12-08
Maharashtra,Nagpur,Kamthi APMC,Carrot,3310.0,2025-12-08
Maharashtra,Pune,Pune APMC,Garlic,6500.0,2025-12-08
Maharashtra,Nashik,Nasik APMC,Cabbage,1660.0,2025-12-08
Maharashtra,Pune,Pune(Moshi) APMC,Garlic,6000.0,2025-12-08
Maharashtra,Pune,Junnar(Narayangaon) APMC,Carrot,1800.0,2025-12-08
Maharashtra,Chandrapur,Chandrapur(Ganjwad) APMC,Cabbage,1000.0,2025-12-08
Maharashtra,Akola,Akola APMC,Potato,1100.0,2025-12-08
Maharashtra,Satara,Vai APMC,Onion,1500.0,2025-12-08
Maharashtra,Ahmednagar,Shrirampur APMC,Potato,1700.0,2025-12-08
Maharashtra,Nagpur,Nagpur APMC,Garlic,8000.0,2025-12-08
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market) APMC,Pumpkin,1600.0,2025-12-08
Maharashtra,Thane,Kalyan APMC,Onion,1650.0,2025-12-09
Maharashtra,Ahmednagar,Sangamner APMC,Onion,1275.0,2025-12-09
Maharashtra,Ahmednagar,Sangamner APMC,Onion,1605.0,2025-12-09
Maharashtra,Nagpur,Kalmeshwar APMC,Tomato,1820.0,2025-12-09
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market) APMC,Pumpkin,1750.0,2025-12-09
Maharashtra,Thane,Kalyan APMC,Onion,1400.0,2025-12-09
Maharashtra,Pune,Khed(Chakan) APMC,Onion,1200.0,2025-12-09
Maharashtra,Chandrapur,Chandrapur(Ganjwad) APMC,Pumpkin,1200.0,2025-12-09
Maharashtra,Pune,Manchar APMC,Potato,1300.0,2025-12-09
Maharashtra,Sangli,Islampur APMC,Tomato,2550.0,2025-12-09
Maharashtra,Nagpur,Nagpur APMC,Tomato,3100.0,2025-12-09
Maharashtra,Nagpur,Ramtek APMC,Onion,1300.0,2025-12-09
Maharashtra,Sangli,Palus APMC,Tomato,2000.0,2025-12-09
Maharashtra,Satara,Satara APMC,Onion,1500.0,2025-12-09
Maharashtra,Akola,Akola APMC,Potato,1000.0,2025-12-09
Maharashtra,Sangli,Islampur APMC,Cabbage,1250.0,2025-12-09
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market) APMC,Cabbage,1100.0,2025-12-09
Maharashtra,Kolhapur,Kolhapur APMC,Cabbage,1200.0,2025-12-09
Maharashtra,Pune,Khed(Chakan) APMC,Potato,1500.0,2025-12-09
Maharashtra,Kolhapur,Kolhapur APMC,Onion,1200.0,2025-12-09
Maharashtra,Sangli,Vita APMC,Tomato,2000.0,2025-12-09
Maharashtra,Pune,Junnar(Otur) APMC,Potato,1100.0,2025-12-09
Maharashtra,Nashik,Dindori(Vani) APMC,Onion,1661.0,2025-12-09
Maharashtra,Nagpur,Kamthi APMC,Potato,2310.0,2025-12-09
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market) APMC,Tomato,3100.0,2025-12-09
Maharashtra,Nagpur,Nagpur APMC,Green Chilli,2325.0,2025-12-09
Maharashtra,Pune,Pune APMC,Onion,1250.0,2025-12-09
Maharashtra,Nashik,Nasik APMC,Potato,1300.0,2025-12-09
Maharashtra,Mumbai,Vashi New Mumbai APMC,Onion,1350.0,2025-12-09
Maharashtra,Satara,Satara APMC,Tomato,2200.0,2025-12-09
Maharashtra,Nagpur,Kamthi APMC,Tomato,3310.0,2025-12-09
Maharashtra,Ahmednagar,Rahuri APMC,Carrot,3250.0,2025-12-09
Maharashtra,Ahmednagar,Rahata APMC,Potato,1400.0,2025-12-09
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Green Chilli,3500.0,2025-12-09
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Tomato,2000.0,2025-12-09
Maharashtra,Ahmednagar,Rahuri APMC,Potato,1500.0,2025-12-09
Maharashtra,Sholapur,Laxmi Sopan Agriculture Produce Marketing Co Ltd APMC,Onion,1600.0,2025-12-09
Maharashtra,Pune,Pune(Pimpri) APMC,Cabbage,1900.0,2025-12-09
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Cabbage,950.0,2025-12-09
Maharashtra,Nagpur,Ramtek APMC,Potato,1200.0,2025-12-09
Maharashtra,Thane,Kalyan APMC,Green Chilli,2300.0,2025-12-09
Maharashtra,Ahmednagar,Rahuri APMC,Onion,1400.0,2025-12-09
Maharashtra,Ahmednagar,Rahata APMC,Onion,1850.0,2025-12-09
Maharashtra,Sholapur,Solapur APMC,Green Chilli,3000.0,2025-12-09
Maharashtra,Nagpur,Kamthi APMC,Green Chilli,3260.0,2025-12-09
Maharashtra,Nagpur,Kalmeshwar APMC,Green Chilli,2845.0,2025-12-09
Maharashtra,Amarawati,Varud(Rajura Bazar) APMC,Green Chilli,2200.0,2025-12-09
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market) APMC,Carrot,3250.0,2025-12-09
Maharashtra,Jalgaon,Bhusaval APMC,Tomato,4500.0,2025-12-09
Maharashtra,Ahmednagar,Rahata APMC,Carrot,1850.0,2025-12-09
Maharashtra,Nagpur,Nagpur APMC,Potato,1150.0,2025-12-09
Maharashtra,Jalgaon,Jalgaon APMC,Cabbage,1200.0,2025-12-09
Maharashtra,Pune,Pune(Moshi) APMC,Cabbage,1750.0,2025-12-09
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Green Chilli,4100.0,2025-12-09
Maharashtra,Chandrapur,Chandrapur(Ganjwad) APMC,Cabbage,1000.0,2025-12-09
Maharashtra,Chandrapur,Chandrapur(Ganjwad) APMC,Tomato,2000.0,2025-12-09
Maharashtra,Nashik,Devala APMC,Onion,1700.0,2025-12-09
Maharashtra,Nashik,Devala APMC,Onion,1425.0,2025-12-09
Maharashtra,Chandrapur,Chandrapur(Ganjwad) APMC,Green Chilli,2500.0,2025-12-09
Maharashtra,Nashik,Chandvad APMC,Onion,1500.0,2025-12-09
Maharashtra,Nashik,Chandvad APMC,Onion,1900.0,2025-12-09
Maharashtra,Jalgaon,Bhusaval APMC,Cabbage,1500.0,2025-12-09
Maharashtra,Sholapur,Solapur APMC,Carrot,1300.0,2025-12-09
Maharashtra,Nagpur,Nagpur APMC,Tomato,3250.0,2025-12-09
Maharashtra,Akola,Akola APMC,Garlic,6500.0,2025-12-09
Maharashtra,Nagpur,Ramtek APMC,Green Chilli,2300.0,2025-12-09
Maharashtra,Satara,Satara APMC,Potato,1750.0,2025-12-09
Maharashtra,Nagpur,Ramtek APMC,Garlic,5500.0,2025-12-09
Maharashtra,Mumbai,Mumbai APMC,Carrot,2000.0,2025-12-09
Maharashtra,Pune,Pune(Manjri) APMC,Tomato,2500.0,2025-12-09
Maharashtra,Nagpur,Nagpur APMC,Garlic,7500.0,2025-12-09
Maharashtra,Nashik,Nasik APMC,Onion,950.0,2025-12-09
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Onion,950.0,2025-12-09
Maharashtra,Pune,Manchar APMC,Green Chilli,4500.0,2025-12-09
Maharashtra,Pune,Junnar(Otur) APMC,Carrot,2200.0,2025-12-09
Maharashtra,Pune,Khed(Chakan) APMC,Cabbage,1600.0,2025-12-09
Maharashtra,Nagpur,Nagpur APMC,Cabbage,750.0,2025-12-09
Maharashtra,Pune,Khed(Chakan) APMC,Green Chilli,3000.0,2025-12-09
Maharashtra,Sangli,"Sangli(Phale, Bhajipura Market) APMC",Potato,1500.0,2025-12-09
Maharashtra,Nagpur,Kamthi APMC,Garlic,8570.0,2025-12-09
Maharashtra,Ahmednagar,Rahata APMC,Tomato,1500.0,2025-12-09
Maharashtra,Thane,Kalyan APMC,Garlic,7000.0,2025-12-09
Maharashtra,Pune,Manchar APMC,Cabbage,1300.0,2025-12-09
Maharashtra,Nashik,Pimpalgaon APMC,Tomato,2155.0,2025-12-09
Maharashtra,Pune,Khed(Chakan) APMC,Carrot,2000.0,2025-12-09
Maharashtra,Sangli,Islampur APMC,Green Chilli,3400.0,2025-12-09
Maharashtra,Nashik,Lasalgaon(Niphad) APMC,Onion,1600.0,2025-12-09
Maharashtra,Pune,Pune(Moshi) APMC,Tomato,2250.0,2025-12-09
Maharashtra,Sangli,Palus APMC,Green Chilli,4000.0,2025-12-09
Maharashtra,Nagpur,Ramtek APMC,Cabbage,900.0,2025-12-09
Maharashtra,Nagpur,Kamthi APMC,Cabbage,1320.0,2025-12-09
Maharashtra,Pune,Khed APMC,Cabbage,1500.0,2025-12-09
Maharashtra,Pune,Pune(Moshi) APMC,Green Chilli,2500.0,2025-12-09
Maharashtra,Pune,Pune APMC,Garlic,6150.0,2025-12-09
Maharashtra,Nashik,Manmad APMC,Onion,1200.0,2025-12-09
Maharashtra,Pune,Pune APMC,Tomato,2000.0,2025-12-09
Maharashtra,Chattrapati Sambhajinagar,Vaijpur APMC,Onion,1300.0,2025-12-09
Maharashtra,Sholapur,Solapur APMC,Potato,1200.0,2025-12-09
Maharashtra,Pune,Manchar APMC,Tomato,3800.0,2025-12-09
Maharashtra,Pune,Pune(Khadiki) APMC,Green Chilli,2500.0,2025-12-09
Maharashtra,Pune,Pune(Manjri) APMC,Green Chilli,5000.0,2025-12-09
Maharashtra,Nagpur,Nagpur APMC,Carrot,1425.0,2025-12-09
Maharashtra,Pune,Junnar(Otur) APMC,Cabbage,1200.0,2025-12-09
Maharashtra,Pune,Khed(Chakan) APMC,Tomato,2200.0,2025-12-09
Maharashtra,Chattrapati Sambhajinagar,Lasur Station APMC,Onion,1200.0,2025-12-09
Maharashtra,Nashik,Nasik APMC,Cabbage,1500.0,2025-12-09
Maharashtra,Nagpur,Hingna APMC,Carrot,2433.0,2025-12-09
Maharashtra,Pune,Pune(Moshi) APMC,Garlic,6000.0,2025-12-09
Maharashtra,Nashik,Nasik APMC,Garlic,4800.0,2025-12-09
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,1700.0,2025-12-09
Maharashtra,Thane,Kalyan APMC,Potato,1150.0,2025-12-09
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,1600.0,2025-12-09
Maharashtra,Nashik,Nandgaon APMC,Onion,1250.0,2025-12-09
Maharashtra,Nashik,Nandgaon APMC,Onion,1450.0,2025-12-09
Maharashtra,Nashik,Nasik APMC,Carrot,1700.0,2025-12-09
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Onion,1300.0,2025-12-09
Maharashtra,Pune,Pune APMC,Green Chilli,3500.0,2025-12-09
Maharashtra,Ahmednagar,Rahata APMC,Garlic,5500.0,2025-12-09
Maharashtra,Pune,Junnar(Otur) APMC,Green Chilli,6000.0,2025-12-09
Maharashtra,Sangli,Islampur APMC,Potato,1750.0,2025-12-09
Maharashtra,Pune,Pune(Moshi) APMC,Carrot,3500.0,2025-12-09
Maharashtra,Satara,Satara APMC,Green Chilli,1500.0,2025-12-09
Maharashtra,Nashik,Satana APMC,Onion,1160.0,2025-12-09
Maharashtra,Akola,Akola APMC,Onion,1200.0,2025-12-09
Maharashtra,Raigad,Panvel APMC,Tomato,3500.0,2025-12-09
Maharashtra,Pune,Pune(Khadiki) APMC,Potato,950.0,2025-12-09
Maharashtra,Mumbai,Mumbai APMC,Cabbage,1400.0,2025-12-09
Maharashtra,Jalgaon,Jalgaon APMC,Tomato,2000.0,2025-12-09
Maharashtra,Jalgaon,Jalgaon APMC,Onion,1021.0,2025-12-09
Maharashtra,Jalgaon,Jalgaon APMC,Onion,1250.0,2025-12-09
Maharashtra,Nagpur,Ramtek APMC,Tomato,2500.0,2025-12-09
Maharashtra,Nashik,Nasik APMC,Green Chilli,2500.0,2025-12-09
Maharashtra,Jalgaon,Yawal APMC,Onion,450.0,2025-12-09
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Carrot,2200.0,2025-12-09
Maharashtra,Nashik,Sinner APMC,Onion,1450.0,2025-12-09
Maharashtra,Satara,Vai APMC,Green Chilli,3500.0,2025-12-09
Maharashtra,Pune,Pune APMC,Potato,1500.0,2025-12-09
Maharashtra,Nashik,Kalvan APMC,Onion,1250.0,2025-12-09
Maharashtra,Kolhapur,Vadgaonpeth APMC,Cabbage,1700.0,2025-12-09
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market) APMC,Green Chilli,3250.0,2025-12-09
Maharashtra,Nashik,Umrane APMC,Onion,1750.0,2025-12-09
Maharashtra,Nashik,Umrane APMC,Onion,3401.0,2025-12-09
Maharashtra,Pune,Pune(Manjri) APMC,Cabbage,1400.0,2025-12-09
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Carrot,2650.0,2025-12-09
Maharashtra,Sangli,Vita APMC,Green Chilli,4500.0,2025-12-09
Maharashtra,Ahmednagar,Sangamner APMC,Tomato,1625.0,2025-12-09
Maharashtra,Nagpur,Hingna APMC,Cabbage,1450.0,2025-12-09
Maharashtra,Jalgaon,Jalgaon APMC,Carrot,1700.0,2025-12-09
Maharashtra,Chandrapur,Chandrapur(Ganjwad) APMC,Onion,1700.0,2025-12-09
Maharashtra,Pune,Manchar APMC,Carrot,1100.0,2025-12-09
Maharashtra,Nashik,Pimpalgaon APMC,Onion,1450.0,2025-12-09
Maharashtra,Nashik,Pimpalgaon APMC,Onion,2200.0,2025-12-09
Maharashtra,Jalgaon,Bhusaval APMC,Garlic,5000.0,2025-12-09
Maharashtra,Ahmednagar,Rahuri APMC,Tomato,2350.0,2025-12-09
Maharashtra,Pune,Pune(Moshi) APMC,Potato,1350.0,2025-12-09
Maharashtra,Pune,Pune APMC,Carrot,2000.0,2025-12-09
Maharashtra,Ahmednagar,Rahata APMC,Green Chilli,3000.0,2025-12-09
Maharashtra,Pune,Pune APMC,Cabbage,1300.0,2025-12-09
Maharashtra,Nashik,Nasik APMC,Tomato,1375.0,2025-12-09
Maharashtra,Nagpur,Kalmeshwar APMC,Cabbage,1835.0,2025-12-09
Maharashtra,Buldhana,Malkapur APMC,Onion,800.0,2025-12-09
Maharashtra,Jalgaon,Bhusaval APMC,Carrot,2500.0,2025-12-09
Maharashtra,Jalgaon,Bhusaval APMC,Onion,1200.0,2025-12-09
Maharashtra,Chandrapur,Chandrapur(Ganjwad) APMC,Garlic,6000.0,2025-12-09
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda) APMC,Onion,1300.0,2025-12-09
Maharashtra,Pune,Pune(Khadiki) APMC,Carrot,1100.0,2025-12-09
Maharashtra,Pune,Pune(Pimpri) APMC,Tomato,3300.0,2025-12-09
Maharashtra,Ahmednagar,Rahuri APMC,Green Chilli,4250.0,2025-12-09
Maharashtra,Pune,Pune(Manjri) APMC,Potato,1800.0,2025-12-09
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market) APMC,Garlic,5500.0,2025-12-09
Maharashtra,Pune,Pune(Khadiki) APMC,Cabbage,800.0,2025-12-09
Maharashtra,Pune,Pune(Khadiki) APMC,Onion,1100.0,2025-12-09
Maharashtra,Nagpur,Kamthi APMC,Carrot,2770.0,2025-12-09
Maharashtra,Ahmednagar,Rahuri APMC,Cabbage,1850.0,2025-12-09
Maharashtra,Nagpur,Kamthi APMC,Onion,1770.0,2025-12-09
Maharashtra,Mumbai,Mumbai APMC,Tomato,3300.0,2025-12-09
Maharashtra,Pune,Pune(Pimpri) APMC,Onion,1300.0,2025-12-09
Maharashtra,Sholapur,Solapur APMC,Cabbage,1000.0,2025-12-09
Maharashtra,Nagpur,Hingna APMC,Pumpkin,1571.0,2025-12-09
Maharashtra,Jalgaon,Bhusaval APMC,Potato,1800.0,2025-12-09
Maharashtra,Ahmednagar,Kopargaon APMC,Onion,1200.0,2025-12-09
Maharashtra,Satara,Phaltan APMC,Onion,1000.0,2025-12-09
Maharashtra,Pune,Pune APMC,Pumpkin,1750.0,2025-12-09
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market) APMC,Potato,1000.0,2025-12-09
Maharashtra,Nagpur,Hingna APMC,Tomato,2974.0,2025-12-09
Maharashtra,Mumbai,Mumbai APMC,Pumpkin,2000.0,2025-12-09
Maharashtra,Nagpur,Hingna APMC,Green Chilli,3652.0,2025-12-09
Maharashtra,Thane,Kalyan APMC,Tomato,3050.0,2025-12-09
Maharashtra,Nagpur,Hingna APMC,Onion,1600.0,2025-12-09
Maharashtra,Pune,Pune(Manjri) APMC,Onion,1000.0,2025-12-09
Maharashtra,Nagpur,Hingna APMC,Potato,1700.0,2025-12-09
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Potato,1750.0,2025-12-09
Maharashtra,Kolhapur,Vadgaonpeth APMC,Tomato,1500.0,2025-12-09
Maharashtra,Jalgaon,Jalgaon APMC,Potato,850.0,2025-12-09
Maharashtra,Satara,Satara APMC,Cabbage,1500.0,2025-12-09
Maharashtra,Pune,Pune(Moshi) APMC,Onion,950.0,2025-12-09
Maharashtra,Nagpur,Nagpur APMC,Pumpkin,1425.0,2025-12-09
Maharashtra,Ahmednagar,Karjat APMC,Onion,1200.0,2025-12-09
Maharashtra,Sholapur,Solapur APMC,Tomato,1500.0,2025-12-09
Maharashtra,Mumbai,Mumbai APMC,Green Chilli,4800.0,2025-12-09
Maharashtra,Sholapur,Pandharpur APMC,Tomato,1700.0,2025-12-09
Maharashtra,Ahmednagar,Rahata APMC,Cabbage,1050.0,2025-12-09
Maharashtra,Nagpur,Nagpur APMC,Onion,1300.0,2025-12-09
Maharashtra,Sangli,Islampur APMC,Onion,1300.0,2025-12-09
Maharashtra,Nagpur,Nagpur APMC,Onion,1875.0,2025-12-09
Maharashtra,Kolhapur,Kolhapur APMC,Tomato,1500.0,2025-12-09
Maharashtra,Jalgaon,Jalgaon APMC,Green Chilli,2200.0,2025-12-09
Maharashtra,Chandrapur,Chandrapur(Ganjwad) APMC,Potato,1500.0,2025-12-09
Maharashtra,Kolhapur,Kolhapur APMC,Green Chilli,2000.0,2025-12-09
Maharashtra,Jalgaon,Bhusaval APMC,Green Chilli,5000.0,2025-12-09
Maharashtra,Mumbai,Vashi New Mumbai APMC,Potato,1300.0,2025-12-09
Maharashtra,Satara,Vai APMC,Cabbage,1900.0,2025-12-09
Maharashtra,Thane,Kalyan APMC,Cabbage,1750.0,2025-12-09
Maharashtra,Thane,Kalyan APMC,Cabbage,1400.0,2025-12-10
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market) APMC,Tomato,2750.0,2025-12-10
Maharashtra,Nagpur,Ramtek APMC,Cabbage,900.0,2025-12-10
Maharashtra,Kolhapur,Kolhapur APMC,Cabbage,1500.0,2025-12-10
Maharashtra,Nashik,Yeola APMC,Onion,1500.0,2025-12-10
Maharashtra,Nagpur,Kamthi APMC,Onion,1770.0,2025-12-10
Maharashtra,Pune,Khed APMC,Cabbage,1500.0,2025-12-10
Maharashtra,Chattrapati Sambhajinagar,Gangapur APMC,Onion,1664.0,2025-12-10
Maharashtra,Thane,Kalyan APMC,Onion,1650.0,2025-12-10
Maharashtra,Ahmednagar,Sangamner APMC,Onion,1650.0,2025-12-10
Maharashtra,Ahmednagar,Sangamner APMC,Onion,1325.0,2025-12-10
Maharashtra,Amarawati,Varud(Rajura Bazar) APMC,Green Chilli,2500.0,2025-12-10
Maharashtra,Sholapur,Mangal Wedha APMC,Green Chilli,2500.0,2025-12-10
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market) APMC,Carrot,3000.0,2025-12-10
Maharashtra,Nagpur,Nagpur APMC,Green Chilli,2875.0,2025-12-10
Maharashtra,Thane,Kalyan APMC,Onion,1400.0,2025-12-10
Maharashtra,Mumbai,Vashi New Mumbai APMC,Potato,1200.0,2025-12-10
Maharashtra,Satara,Satara APMC,Potato,1750.0,2025-12-10
Maharashtra,Kolhapur,Kolhapur APMC,Onion,1200.0,2025-12-10
Maharashtra,Nashik,Umrane APMC,Onion,2500.0,2025-12-10
Maharashtra,Nagpur,Ramtek APMC,Green Chilli,2300.0,2025-12-10
Maharashtra,Ahmednagar,Rahata APMC,Garlic,6000.0,2025-12-10
Maharashtra,Chandrapur,Chandrapur(Ganjwad) APMC,Potato,1400.0,2025-12-10
Maharashtra,Sholapur,Akluj APMC,Garlic,4500.0,2025-12-10
Maharashtra,Nagpur,Nagpur APMC,Tomato,3750.0,2025-12-10
Maharashtra,Nagpur,Nagpur APMC,Tomato,3325.0,2025-12-10
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,1700.0,2025-12-10
Maharashtra,Mumbai,Mumbai APMC,Carrot,2000.0,2025-12-10
Maharashtra,Nagpur,Ramtek APMC,Garlic,4500.0,2025-12-10
Maharashtra,Kolhapur,Vadgaonpeth APMC,Tomato,2000.0,2025-12-10
Maharashtra,Sholapur,Solapur APMC,Cabbage,1000.0,2025-12-10
Maharashtra,Chandrapur,Chandrapur(Ganjwad) APMC,Carrot,1500.0,2025-12-10
Maharashtra,Sholapur,Akluj APMC,Green Chilli,3500.0,2025-12-10
Maharashtra,Kolhapur,Kolhapur APMC,Green Chilli,2500.0,2025-12-10
Maharashtra,Pune,Khed(Chakan) APMC,Potato,1500.0,2025-12-10
Maharashtra,Satara,Satara APMC,Carrot,2500.0,2025-12-10
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,2700.0,2025-12-10
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Onion,1300.0,2025-12-10
Maharashtra,Sholapur,Solapur APMC,Carrot,1500.0,2025-12-10
Maharashtra,Nashik,Nasik APMC,Potato,1350.0,2025-12-10
Maharashtra,Satara,Satara APMC,Tomato,2500.0,2025-12-10
Maharashtra,Nagpur,Hingna APMC,Carrot,2250.0,2025-12-10
Maharashtra,Ahmednagar,Shrirampur APMC,Cabbage,900.0,2025-12-10
Maharashtra,Pune,Pune(Pimpri) APMC,Cabbage,2100.0,2025-12-10
Maharashtra,Sholapur,Mangal Wedha APMC,Onion,1020.0,2025-12-10
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Tomato,2100.0,2025-12-10
Maharashtra,Satara,Vai APMC,Potato,2300.0,2025-12-10
Maharashtra,Ahmednagar,Rahata APMC,Potato,1250.0,2025-12-10
Maharashtra,Nashik,Nasik APMC,Cabbage,1335.0,2025-12-10
Maharashtra,Nagpur,Kamthi APMC,Tomato,3310.0,2025-12-10
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market) APMC,Potato,1100.0,2025-12-10
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Cabbage,1050.0,2025-12-10
Maharashtra,Pune,Khed(Chakan) APMC,Tomato,2500.0,2025-12-10
Maharashtra,Thane,Kalyan APMC,Green Chilli,2900.0,2025-12-10
Maharashtra,Pune,Pune(Khadiki) APMC,Tomato,900.0,2025-12-10
Maharashtra,Nagpur,Hingna APMC,Tomato,3085.0,2025-12-10
Maharashtra,Nagpur,Kamthi APMC,Green Chilli,2770.0,2025-12-10
Maharashtra,Sholapur,Solapur APMC,Green Chilli,3000.0,2025-12-10
Maharashtra,Pune,Pune(Pimpri) APMC,Onion,1400.0,2025-12-10
Maharashtra,Nashik,Nasik APMC,Carrot,1500.0,2025-12-10
Maharashtra,Mumbai,Mumbai APMC,Tomato,2800.0,2025-12-10
Maharashtra,Nashik,Nandgaon APMC,Onion,1450.0,2025-12-10
Maharashtra,Chandrapur,Chandrapur(Ganjwad) APMC,Tomato,1500.0,2025-12-10
Maharashtra,Nashik,Nandgaon APMC,Onion,950.0,2025-12-10
Maharashtra,Nashik,Devala APMC,Onion,1750.0,2025-12-10
Maharashtra,Nashik,Devala APMC,Onion,1750.0,2025-12-10
Maharashtra,Satara,Patan APMC,Tomato,1350.0,2025-12-10
Maharashtra,Ahmednagar,Kopargaon APMC,Onion,1550.0,2025-12-10
Maharashtra,Jalgaon,Bhusaval APMC,Cabbage,1200.0,2025-12-10
Maharashtra,Ahmednagar,Shrirampur APMC,Carrot,2750.0,2025-12-10
Maharashtra,Sholapur,Solapur APMC,Onion,1350.0,2025-12-10
Maharashtra,Thane,Kalyan APMC,Carrot,2750.0,2025-12-10
Maharashtra,Jalgaon,Bhusaval APMC,Potato,2000.0,2025-12-10
Maharashtra,Thane,Kalyan APMC,Potato,1150.0,2025-12-10
Maharashtra,Kolhapur,Vadgaonpeth APMC,Onion,1400.0,2025-12-10
Maharashtra,Satara,Phaltan APMC,Tomato,1800.0,2025-12-10
Maharashtra,Nashik,Umrane APMC,Onion,1650.0,2025-12-10
Maharashtra,Pune,Khed(Chakan) APMC,Onion,1000.0,2025-12-10
