State,District,Market,Commodity,y,ds
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market) APMC,Garlic,4500.0,2025-11-07
Maharashtra,Pune,Khed APMC,Cabbage,1100.0,2025-11-07
Maharashtra,Sholapur,Akluj APMC,Green Chilli,4000.0,2025-11-07
Maharashtra,Chandrapur,Chandrapur(Ganjwad) APMC,Potato,1850.0,2025-11-07
Maharashtra,Ahmednagar,Rahata APMC,Carrot,2500.0,2025-11-07
Maharashtra,Chattrapati Sambhajinagar,Vaijpur APMC,Onion,1250.0,2025-11-07
Maharashtra,Nagpur,Kalmeshwar APMC,Tomato,1820.0,2025-11-07
Maharashtra,Ahmednagar,Ahmednagar APMC,Tomato,1250.0,2025-11-07
Maharashtra,Pune,Pune(Manjri) APMC,Onion,800.0,2025-11-07
Maharashtra,Pune,Pune(Moshi) APMC,Green Chilli,3500.0,2025-11-07
Maharashtra,Pune,Pune(Moshi) APMC,Cabbage,900.0,2025-11-07
Maharashtra,Ahmednagar,Ahmednagar APMC,Potato,1600.0,2025-11-07
Maharashtra,Pune,Junnar(Narayangaon) APMC,Onion,1000.0,2025-11-07
Maharashtra,Pune,Pune(Moshi) APMC,Tomato,1350.0,2025-11-07
Maharashtra,Ahmednagar,Ahmednagar APMC,Garlic,5500.0,2025-11-07
Maharashtra,Nagpur,Hingna APMC,Green Chilli,2571.0,2025-11-07
Maharashtra,Thane,Kalyan APMC,Carrot,4000.0,2025-11-07
Maharashtra,Jalgaon,Jalgaon APMC,Carrot,2700.0,2025-11-07
Maharashtra,Nagpur,Kamthi APMC,Cabbage,1760.0,2025-11-07
Maharashtra,Nagpur,Kamthi APMC,Garlic,8540.0,2025-11-07
Maharashtra,Pune,Junnar(Narayangaon) APMC,Green Chilli,3000.0,2025-11-07
Maharashtra,Nashik,Nampur APMC,Onion,1600.0,2025-11-07
Maharashtra,Sholapur,Pandharpur APMC,Tomato,1000.0,2025-11-07
Maharashtra,Pune,Khed(Chakan) APMC,Potato,1500.0,2025-11-07
Maharashtra,Ahmednagar,Ahmednagar APMC,Carrot,2500.0,2025-11-07
Maharashtra,Nashik,Nasik APMC,Potato,1750.0,2025-11-07
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market) APMC,Carrot,3750.0,2025-11-07
Maharashtra,Jalgaon,Bhusaval APMC,Garlic,5000.0,2025-11-07
Maharashtra,Jalgaon,Jalgaon APMC,Garlic,4000.0,2025-11-07
Maharashtra,Sholapur,Akluj APMC,Potato,2100.0,2025-11-07
Maharashtra,Satara,Vai APMC,Cabbage,1350.0,2025-11-07
Maharashtra,Nashik,Manmad APMC,Onion,1500.0,2025-11-07
Maharashtra,Sangli,Islampur APMC,Potato,2000.0,2025-11-07
Maharashtra,Nashik,Nasik APMC,Green Chilli,3000.0,2025-11-07
Maharashtra,Nashik,Nasik APMC,Tomato,1100.0,2025-11-07
Maharashtra,Nashik,Umrane APMC,Onion,1500.0,2025-11-07
Maharashtra,Jalgaon,Bhusaval APMC,Cabbage,1200.0,2025-11-07
Maharashtra,Sholapur,Akluj APMC,Cabbage,1500.0,2025-11-07
Maharashtra,Sangli,Islampur APMC,Tomato,1450.0,2025-11-07
Maharashtra,Pune,Pune APMC,Onion,1100.0,2025-11-07
Maharashtra,Ahmednagar,Rahata APMC,Garlic,5000.0,2025-11-07
Maharashtra,Pune,Junnar(Otur) APMC,Green Chilli,3000.0,2025-11-07
Maharashtra,Pune,Junnar(Narayangaon) APMC,Tomato,2000.0,2025-11-07
Maharashtra,Nagpur,Kamthi APMC,Potato,2280.0,2025-11-07
Maharashtra,Nagpur,Hingna APMC,Garlic,7200.0,2025-11-07
Maharashtra,Pune,Khed(Chakan) APMC,Carrot,3500.0,2025-11-07
Maharashtra,Sangli,"Sangli(Phale, Bhajipura Market) APMC",Onion,1050.0,2025-11-07
Maharashtra,Chandrapur,Chandrapur(Ganjwad) APMC,Onion,2000.0,2025-11-07
Maharashtra,Dharashiv(Usmanabad),Paranda APMC,Onion,1250.0,2025-11-07
Maharashtra,Ahmednagar,Rahuri APMC,Tomato,1000.0,2025-11-07
Maharashtra,Sholapur,Solapur APMC,Cabbage,1000.0,2025-11-07
Maharashtra,Mumbai,Vashi New Mumbai APMC,Potato,1500.0,2025-11-07
Maharashtra,Sholapur,Solapur APMC,Green Chilli,2500.0,2025-11-07
Maharashtra,Nagpur,Kamthi APMC,Onion,1770.0,2025-11-07
Maharashtra,Ratnagiri,Ratnagiri (Nachane) APMC,Green Chilli,3000.0,2025-11-07
Maharashtra,Nashik,Lasalgaon(Niphad) APMC,Onion,1630.0,2025-11-07
Maharashtra,Nashik,Nasik APMC,Carrot,2700.0,2025-11-07
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Tomato,1750.0,2025-11-07
Maharashtra,Nagpur,Kamthi APMC,Green Chilli,1770.0,2025-11-07
Maharashtra,Sangli,Islampur APMC,Cabbage,1250.0,2025-11-07
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Onion,1075.0,2025-11-07
Maharashtra,Ahmednagar,Kopargaon APMC,Onion,1225.0,2025-11-07
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Green Chilli,4350.0,2025-11-07
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market) APMC,Tomato,1250.0,2025-11-07
Maharashtra,Pune,Khed(Chakan) APMC,Tomato,2000.0,2025-11-07
Maharashtra,Thane,Kalyan APMC,Garlic,7000.0,2025-11-07
Maharashtra,Nagpur,Hingna APMC,Potato,1450.0,2025-11-07
Maharashtra,Pune,Junnar(Otur) APMC,Cabbage,1100.0,2025-11-07
Maharashtra,Sholapur,Mangal Wedha APMC,Tomato,2200.0,2025-11-07
Maharashtra,Jalgaon,Bhusaval APMC,Onion,1000.0,2025-11-07
Maharashtra,Kolhapur,Kolhapur APMC,Onion,1000.0,2025-11-07
Maharashtra,Ahmednagar,Shrirampur APMC,Cabbage,850.0,2025-11-07
Maharashtra,Ahmednagar,Rahata APMC,Tomato,1000.0,2025-11-07
Maharashtra,Nashik,Chandvad APMC,Onion,1570.0,2025-11-07
Maharashtra,Sholapur,Solapur APMC,Carrot,2500.0,2025-11-07
Maharashtra,Pune,Junnar(Narayangaon) APMC,Potato,1500.0,2025-11-07
Maharashtra,Sholapur,Mangal Wedha APMC,Green Chilli,2000.0,2025-11-07
Maharashtra,Sholapur,Solapur APMC,Onion,1500.0,2025-11-07
Maharashtra,Ahmednagar,Shrirampur APMC,Tomato,1350.0,2025-11-07
Maharashtra,Nashik,Yeola APMC,Onion,1000.0,2025-11-07
Maharashtra,Sangli,"Sangli(Phale, Bhajipura Market) APMC",Potato,1800.0,2025-11-07
Maharashtra,Ahmednagar,Sangamner APMC,Onion,1005.0,2025-11-07
Maharashtra,Pune,Pune APMC,Green Chilli,3000.0,2025-11-07
Maharashtra,Sangli,Islampur APMC,Green Chilli,2550.0,2025-11-07
Maharashtra,Ahmednagar,Sangamner APMC,Onion,1025.0,2025-11-07
Maharashtra,Nashik,Nasik APMC,Onion,1300.0,2025-11-07
Maharashtra,Thane,Kalyan APMC,Onion,3750.0,2025-11-07
Maharashtra,Ahmednagar,Ahmednagar APMC,Green Chilli,3000.0,2025-11-07
Maharashtra,Thane,Kalyan APMC,Onion,2250.0,2025-11-07
Maharashtra,Nagpur,Hingna APMC,Tomato,1715.0,2025-11-07
Maharashtra,Nashik,Nasik APMC,Garlic,8000.0,2025-11-07
Maharashtra,Nashik,Kalvan APMC,Onion,1150.0,2025-11-07
Maharashtra,Sholapur,Akluj APMC,Carrot,2500.0,2025-11-07
Maharashtra,Pune,Pune(Pimpri) APMC,Cabbage,1500.0,2025-11-07
Maharashtra,Pune,Junnar(Otur) APMC,Potato,1100.0,2025-11-07
Maharashtra,Jalgaon,Jalgaon APMC,Cabbage,850.0,2025-11-07
Maharashtra,Akola,Akola APMC,Potato,1700.0,2025-11-07
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Onion,1450.0,2025-11-07
Maharashtra,Pune,Junnar(Narayangaon) APMC,Carrot,1500.0,2025-11-07
Maharashtra,Sholapur,Solapur APMC,Onion,900.0,2025-11-07
Maharashtra,Pune,Pune(Manjri) APMC,Cabbage,1600.0,2025-11-07
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market) APMC,Potato,1650.0,2025-11-07
Maharashtra,Chandrapur,Chandrapur(Ganjwad) APMC,Pumpkin,2000.0,2025-11-07
Maharashtra,Nashik,Pimpalgaon APMC,Onion,1800.0,2025-11-07
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Cabbage,900.0,2025-11-07
Maharashtra,Raigad,Panvel APMC,Tomato,4500.0,2025-11-07
Maharashtra,Nagpur,Kamthi APMC,Tomato,2290.0,2025-11-07
Maharashtra,Pune,Pune(Moshi) APMC,Onion,1050.0,2025-11-07
Maharashtra,Jalgaon,Bhusaval APMC,Tomato,2000.0,2025-11-07
Maharashtra,Sangli,Islampur APMC,Onion,1100.0,2025-11-07
Maharashtra,Pune,Pune APMC,Tomato,1400.0,2025-11-07
Maharashtra,Akola,Akola APMC,Onion,1300.0,2025-11-07
Maharashtra,Sholapur,Akluj APMC,Onion,1200.0,2025-11-07
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,1650.0,2025-11-07
Maharashtra,Pune,Pune(Moshi) APMC,Carrot,2750.0,2025-11-07
Maharashtra,Nashik,Satana APMC,Onion,1330.0,2025-11-07
Maharashtra,Pune,Pune(Pimpri) APMC,Onion,1250.0,2025-11-07
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market) APMC,Green Chilli,2250.0,2025-11-07
Maharashtra,Nagpur,Hingna APMC,Onion,1425.0,2025-11-07
Maharashtra,Pune,Pune APMC,Carrot,3000.0,2025-11-07
Maharashtra,Chattrapati Sambhajinagar,Lasur Station APMC,Onion,1250.0,2025-11-07
Maharashtra,Pune,Pune APMC,Cabbage,1150.0,2025-11-07
Maharashtra,Satara,Vai APMC,Tomato,1400.0,2025-11-07
Maharashtra,Jalgaon,Jalgaon APMC,Tomato,1000.0,2025-11-07
Maharashtra,Jalgaon,Jalgaon APMC,Onion,2000.0,2025-11-07
Maharashtra,Pune,Khed(Chakan) APMC,Green Chilli,3000.0,2025-11-07
Maharashtra,Kolhapur,Vadgaonpeth APMC,Tomato,1000.0,2025-11-07
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Potato,1700.0,2025-11-07
Maharashtra,Akola,Akola APMC,Garlic,6500.0,2025-11-07
Maharashtra,Pune,Khed(Chakan) APMC,Cabbage,1000.0,2025-11-07
Maharashtra,Satara,Patan APMC,Green Chilli,2500.0,2025-11-07
Maharashtra,Raigad,Panvel APMC,Cabbage,3500.0,2025-11-07
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Green Chilli,3750.0,2025-11-07
Maharashtra,Nashik,Pimpalgaon APMC,Tomato,1605.0,2025-11-07
Maharashtra,Nagpur,Hingna APMC,Cabbage,1900.0,2025-11-07
Maharashtra,Ahmednagar,Parner APMC,Onion,1300.0,2025-11-07
Maharashtra,Jalgaon,Bhusaval APMC,Green Chilli,5000.0,2025-11-07
Maharashtra,Pune,Pune(Manjri) APMC,Potato,1800.0,2025-11-07
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda) APMC,Onion,1450.0,2025-11-07
Maharashtra,Chandrapur,Chandrapur(Ganjwad) APMC,Cabbage,1000.0,2025-11-07
Maharashtra,Pune,Pune(Manjri) APMC,Green Chilli,3000.0,2025-11-07
Maharashtra,Ratnagiri,Ratnagiri (Nachane) APMC,Cabbage,2100.0,2025-11-07
Maharashtra,Nagpur,Kalmeshwar APMC,Green Chilli,2850.0,2025-11-07
Maharashtra,Ahmednagar,Sangamner APMC,Tomato,1250.0,2025-11-07
Maharashtra,Pune,Pune(Pimpri) APMC,Tomato,1750.0,2025-11-07
Maharashtra,Mumbai,Vashi New Mumbai APMC,Onion,1300.0,2025-11-07
Maharashtra,Pune,Junnar(Narayangaon) APMC,Cabbage,850.0,2025-11-07
Maharashtra,Ahmednagar,Ahmednagar APMC,Cabbage,1250.0,2025-11-07
Maharashtra,Pune,Khed(Chakan) APMC,Onion,1200.0,2025-11-07
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market) APMC,Pumpkin,2250.0,2025-11-07
Maharashtra,Pune,Pune APMC,Pumpkin,1750.0,2025-11-07
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market) APMC,Onion,1300.0,2025-11-07
Maharashtra,Sholapur,Solapur APMC,Potato,1400.0,2025-11-07
Maharashtra,Pune,Pune(Moshi) APMC,Garlic,6000.0,2025-11-07
Maharashtra,Kolhapur,Vadgaonpeth APMC,Onion,1400.0,2025-11-07
Maharashtra,Nashik,Devala APMC,Onion,1550.0,2025-11-07
Maharashtra,Pune,Pune(Manjri) APMC,Tomato,1500.0,2025-11-07
Maharashtra,Pune,Pune(Moshi) APMC,Potato,1700.0,2025-11-07
Maharashtra,Dhule,Dhule APMC,Onion,1210.0,2025-11-07
Maharashtra,Sholapur,Akluj APMC,Tomato,1500.0,2025-11-07
Maharashtra,Nashik,Sinner APMC,Onion,1375.0,2025-11-07
Maharashtra,Pune,Pune APMC,Garlic,6750.0,2025-11-07
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market) APMC,Cabbage,1100.0,2025-11-07
Maharashtra,Raigad,Panvel APMC,Carrot,5500.0,2025-11-07
Maharashtra,Ahmednagar,Shrirampur APMC,Potato,1700.0,2025-11-07
Maharashtra,Pune,Pune APMC,Potato,2000.0,2025-11-07
Maharashtra,Nashik,Lasalgaon APMC,Onion,1725.0,2025-11-07
Maharashtra,Thane,Kalyan APMC,Cabbage,1400.0,2025-11-07
Maharashtra,Kolhapur,Vadgaonpeth APMC,Cabbage,1000.0,2025-11-07
Maharashtra,Sholapur,Solapur APMC,Tomato,1200.0,2025-11-07
Maharashtra,Ahmednagar,Pathardi APMC,Onion,800.0,2025-11-07
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Garlic,7500.0,2025-11-07
Maharashtra,Nashik,Nasik APMC,Cabbage,1330.0,2025-11-07
Maharashtra,Sholapur,Mangal Wedha APMC,Onion,1000.0,2025-11-07
Maharashtra,Ahmednagar,Shrirampur APMC,Green Chilli,2750.0,2025-11-07
Maharashtra,Ahmednagar,Rahata APMC,Potato,1600.0,2025-11-07
Maharashtra,Thane,Kalyan APMC,Green Chilli,4250.0,2025-11-07
Maharashtra,Nagpur,Hingna APMC,Onion,3000.0,2025-11-07
Maharashtra,Jalgaon,Jalgaon APMC,Potato,1200.0,2025-11-07
Maharashtra,Chandrapur,Chandrapur(Ganjwad) APMC,Tomato,1200.0,2025-11-07
Maharashtra,Thane,Kalyan APMC,Potato,2500.0,2025-11-07
Maharashtra,Jalgaon,Jalgaon APMC,Green Chilli,2000.0,2025-11-07
Maharashtra,Nagpur,Kalmeshwar APMC,Cabbage,1310.0,2025-11-07
Maharashtra,Ahmednagar,Shrirampur APMC,Onion,1250.0,2025-11-07
Maharashtra,Chandrapur,Chandrapur(Ganjwad) APMC,Green Chilli,2000.0,2025-11-07
Maharashtra,Ratnagiri,Ratnagiri (Nachane) APMC,Tomato,1200.0,2025-11-07
Maharashtra,Amarawati,Varud(Rajura Bazar) APMC,Green Chilli,1800.0,2025-11-07
Maharashtra,Ahmednagar,Rahata APMC,Green Chilli,2500.0,2025-11-07
Maharashtra,Ahmednagar,Rahata APMC,Cabbage,700.0,2025-11-07
Maharashtra,Sholapur,Akluj APMC,Potato,2100.0,2025-11-08
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market) APMC,Pumpkin,1900.0,2025-11-08
Maharashtra,Nagpur,Ramtek APMC,Potato,1900.0,2025-11-08
Maharashtra,Nagpur,Nagpur APMC,Carrot,4750.0,2025-11-08
Maharashtra,Pune,Pune(Manjri) APMC,Tomato,2000.0,2025-11-08
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Green Chilli,3750.0,2025-11-08
Maharashtra,Pune,Pune(Moshi) APMC,Garlic,4000.0,2025-11-08
Maharashtra,Pune,Junnar(Narayangaon) APMC,Cabbage,850.0,2025-11-08
Maharashtra,Sholapur,Mangal Wedha APMC,Tomato,1800.0,2025-11-08
Maharashtra,Nashik,Manmad APMC,Onion,1500.0,2025-11-08
Maharashtra,Sholapur,Akluj APMC,Cabbage,1500.0,2025-11-08
Maharashtra,Pune,Pune(Manjri) APMC,Green Chilli,4500.0,2025-11-08
Maharashtra,Chandrapur,Chandrapur(Ganjwad) APMC,Cabbage,1000.0,2025-11-08
Maharashtra,Satara,Vai APMC,Onion,1500.0,2025-11-08
Maharashtra,Nagpur,Hingna APMC,Potato,2200.0,2025-11-08
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market) APMC,Cabbage,1400.0,2025-11-08
Maharashtra,Jalgaon,Bhusaval APMC,Cabbage,1200.0,2025-11-08
Maharashtra,Chandrapur,Chandrapur(Ganjwad) APMC,Pumpkin,1500.0,2025-11-08
Maharashtra,Nashik,Chandvad APMC,Onion,1580.0,2025-11-08
Maharashtra,Satara,Vaduj APMC,Potato,2200.0,2025-11-08
Maharashtra,Ahmednagar,Shrirampur APMC,Potato,1700.0,2025-11-08
Maharashtra,Pune,Junnar(Otur) APMC,Cabbage,1100.0,2025-11-08
Maharashtra,Ahmednagar,Rahuri(Vambori) APMC,Onion,1000.0,2025-11-08
Maharashtra,Nagpur,Kamthi APMC,Green Chilli,2290.0,2025-11-08
Maharashtra,Pune,Pune(Moshi) APMC,Green Chilli,3500.0,2025-11-08
Maharashtra,Pune,Junnar(Narayangaon) APMC,Onion,1000.0,2025-11-08
Maharashtra,Satara,Vai APMC,Tomato,1500.0,2025-11-08
Maharashtra,Sholapur,Akluj APMC,Tomato,1500.0,2025-11-08
Maharashtra,Ahmednagar,Rahata APMC,Potato,1600.0,2025-11-08
Maharashtra,Nagpur,Hingna APMC,Green Chilli,2978.0,2025-11-08
Maharashtra,Kolhapur,Kolhapur APMC,Onion,1000.0,2025-11-08
Maharashtra,Sholapur,Solapur APMC,Green Chilli,2500.0,2025-11-08
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market) APMC,Green Chilli,2500.0,2025-11-08
Maharashtra,Sangli,"Sangli(Phale, Bhajipura Market) APMC",Garlic,5500.0,2025-11-08
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,1520.0,2025-11-08
Maharashtra,Nagpur,Ramtek APMC,Cabbage,900.0,2025-11-08
Maharashtra,Nagpur,Nagpur APMC,Tomato,1875.0,2025-11-08
Maharashtra,Nashik,Nasik APMC,Potato,1800.0,2025-11-08
Maharashtra,Satara,Vai APMC,Potato,2250.0,2025-11-08
Maharashtra,Sholapur,Mangal Wedha APMC,Onion,1000.0,2025-11-08
Maharashtra,Satara,Vaduj APMC,Onion,1500.0,2025-11-08
Maharashtra,Nashik,Nasik APMC,Garlic,9100.0,2025-11-08
Maharashtra,Ahmednagar,Rahata APMC,Carrot,2600.0,2025-11-08
Maharashtra,Sholapur,Solapur APMC,Onion,1000.0,2025-11-08
Maharashtra,Sholapur,Solapur APMC,Onion,1500.0,2025-11-08
Maharashtra,Ahmednagar,Newasa(Ghodegaon) APMC,Onion,1000.0,2025-11-08
Maharashtra,Jalgaon,Bhusaval APMC,Onion,1300.0,2025-11-08
Maharashtra,Sholapur,Solapur APMC,Cabbage,1200.0,2025-11-08
Maharashtra,Sholapur,Solapur APMC,Potato,1800.0,2025-11-08
Maharashtra,Nagpur,Ramtek APMC,Green Chilli,1900.0,2025-11-08
Maharashtra,Jalgaon,Bhusaval APMC,Tomato,2000.0,2025-11-08
Maharashtra,Nashik,Nasik APMC,Cabbage,1450.0,2025-11-08
Maharashtra,Sholapur,Akluj APMC,Carrot,3200.0,2025-11-08
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market) APMC,Carrot,3400.0,2025-11-08
Maharashtra,Raigad,Panvel APMC,Carrot,6250.0,2025-11-08
Maharashtra,Jalgaon,Jalgaon APMC,Potato,1300.0,2025-11-08
Maharashtra,Nagpur,Kamthi APMC,Tomato,2280.0,2025-11-08
Maharashtra,Nagpur,Nagpur APMC,Onion,1875.0,2025-11-08
Maharashtra,Sholapur,Solapur APMC,Tomato,1200.0,2025-11-08
Maharashtra,Kolhapur,Vadgaonpeth APMC,Cabbage,800.0,2025-11-08
Maharashtra,Jalgaon,Bhusaval APMC,Carrot,2000.0,2025-11-08
Maharashtra,Ahmednagar,Rahata APMC,Green Chilli,2700.0,2025-11-08
Maharashtra,Amarawati,Varud(Rajura Bazar) APMC,Green Chilli,2000.0,2025-11-08
Maharashtra,Nashik,Pimpalgaon APMC,Onion,1800.0,2025-11-08
Maharashtra,Ahmednagar,Jamkhed APMC,Onion,800.0,2025-11-08
Maharashtra,Ahmednagar,Rahata APMC,Cabbage,2000.0,2025-11-08
Maharashtra,Nagpur,Nagpur APMC,Pumpkin,1425.0,2025-11-08
Maharashtra,Sangli,"Sangli(Phale, Bhajipura Market) APMC",Onion,1150.0,2025-11-08
Maharashtra,Nagpur,Nagpur APMC,Onion,1550.0,2025-11-08
Maharashtra,Sholapur,Solapur APMC,Carrot,2200.0,2025-11-08
Maharashtra,Nagpur,Ramtek APMC,Tomato,1900.0,2025-11-08
Maharashtra,Kolhapur,Vadgaonpeth APMC,Onion,1400.0,2025-11-08
Maharashtra,Ahmednagar,Rahata APMC,Garlic,5500.0,2025-11-08
Maharashtra,Ahmednagar,Shrirampur APMC,Tomato,1750.0,2025-11-08
Maharashtra,Chandrapur,Chandrapur(Ganjwad) APMC,Onion,2000.0,2025-11-08
Maharashtra,Satara,Karad APMC,Cabbage,1000.0,2025-11-08
Maharashtra,Pune,Pune(Pimpri) APMC,Cabbage,1400.0,2025-11-08
Maharashtra,Nagpur,Ramtek APMC,Onion,1500.0,2025-11-08
Maharashtra,Satara,Vai APMC,Cabbage,1500.0,2025-11-08
Maharashtra,Satara,Vai APMC,Green Chilli,3000.0,2025-11-08
Maharashtra,Satara,Karad APMC,Green Chilli,3000.0,2025-11-08
Maharashtra,Pune,Pune(Moshi) APMC,Potato,1800.0,2025-11-08
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market) APMC,Garlic,5000.0,2025-11-08
Maharashtra,Nagpur,Hingna APMC,Cabbage,1467.0,2025-11-08
Maharashtra,Pune,Pune(Manjri) APMC,Potato,1800.0,2025-11-08
Maharashtra,Dhule,Shirpur APMC,Onion,1000.0,2025-11-08
Maharashtra,Kolhapur,Vadgaonpeth APMC,Tomato,1200.0,2025-11-08
Maharashtra,Jalgaon,Bhusaval APMC,Green Chilli,5000.0,2025-11-08
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda) APMC,Onion,1425.0,2025-11-08
Maharashtra,Ahmednagar,Shrirampur APMC,Green Chilli,3750.0,2025-11-08
Maharashtra,Chandrapur,Chandrapur(Ganjwad) APMC,Garlic,6500.0,2025-11-08
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market) APMC,Onion,1500.0,2025-11-08
Maharashtra,Nagpur,Kalmeshwar APMC,Green Chilli,2860.0,2025-11-08
Maharashtra,Jalgaon,Bhusaval APMC,Potato,1800.0,2025-11-08
Maharashtra,Pune,Pune(Pimpri) APMC,Tomato,1300.0,2025-11-08
Maharashtra,Pune,Pune(Pimpri) APMC,Onion,1050.0,2025-11-08
Maharashtra,Pune,Pune(Moshi) APMC,Onion,500.0,2025-11-08
Maharashtra,Dhule,Sakri APMC,Onion,1350.0,2025-11-08
Maharashtra,Pune,Pune(Moshi) APMC,Carrot,3250.0,2025-11-08
Maharashtra,Raigad,Panvel APMC,Tomato,3500.0,2025-11-08
Maharashtra,Jalgaon,Jalgaon APMC,Onion,1100.0,2025-11-08
Maharashtra,Ahmednagar,Sangamner APMC,Tomato,1250.0,2025-11-08
Maharashtra,Kolhapur,Kolhapur APMC,Green Chilli,2500.0,2025-11-08
Maharashtra,Jalgaon,Jalgaon APMC,Tomato,800.0,2025-11-08
Maharashtra,Nagpur,Kalmeshwar APMC,Cabbage,1320.0,2025-11-08
Maharashtra,Chandrapur,Chandrapur(Ganjwad) APMC,Green Chilli,2000.0,2025-11-08
Maharashtra,Nashik,Lasalgaon APMC,Onion,1701.0,2025-11-08
Maharashtra,Sholapur,Akluj APMC,Green Chilli,4000.0,2025-11-08
Maharashtra,Chandrapur,Chandrapur(Ganjwad) APMC,Potato,1900.0,2025-11-08
Maharashtra,Nagpur,Nagpur APMC,Potato,1625.0,2025-11-08
Maharashtra,Satara,Karad APMC,Onion,1600.0,2025-11-08
Maharashtra,Nashik,Lasalgaon(Niphad) APMC,Onion,1600.0,2025-11-08
Maharashtra,Nagpur,Ramtek APMC,Garlic,7500.0,2025-11-08
Maharashtra,Sangli,"Sangli(Phale, Bhajipura Market) APMC",Potato,1700.0,2025-11-08
Maharashtra,Nagpur,Hingna APMC,Onion,2000.0,2025-11-08
Maharashtra,Pune,Junnar(Otur) APMC,Carrot,2200.0,2025-11-08
Maharashtra,Kolhapur,Vadgaonpeth APMC,Carrot,3000.0,2025-11-08
Maharashtra,Jalgaon,Jalgaon APMC,Cabbage,1000.0,2025-11-08
Maharashtra,Sholapur,Mangal Wedha APMC,Green Chilli,2000.0,2025-11-08
Maharashtra,Pune,Junnar(Narayangaon) APMC,Carrot,2000.0,2025-11-08
Maharashtra,Nashik,Nasik APMC,Onion,1400.0,2025-11-08
Maharashtra,Satara,Karad APMC,Tomato,1000.0,2025-11-08
Maharashtra,Ahmednagar,Kopargaon APMC,Onion,1200.0,2025-11-08
Maharashtra,Kolhapur,Kolhapur APMC,Tomato,1000.0,2025-11-08
Maharashtra,Kolhapur,Kolhapur APMC,Cabbage,1000.0,2025-11-08
Maharashtra,Pune,Pune(Moshi) APMC,Cabbage,850.0,2025-11-08
Maharashtra,Nashik,Yeola APMC,Onion,1000.0,2025-11-08
Maharashtra,Ahmednagar,Shrirampur APMC,Cabbage,900.0,2025-11-08
Maharashtra,Nagpur,Hingna APMC,Pumpkin,1833.0,2025-11-08
Maharashtra,Nagpur,Nagpur APMC,Green Chilli,2875.0,2025-11-08
Maharashtra,Pune,Junnar(Narayangaon) APMC,Potato,1500.0,2025-11-08
Maharashtra,Ahmednagar,Rahata APMC,Tomato,1500.0,2025-11-08
Maharashtra,Pune,Junnar(Narayangaon) APMC,Green Chilli,3000.0,2025-11-08
Maharashtra,Nagpur,Kalmeshwar APMC,Tomato,1840.0,2025-11-08
Maharashtra,Sholapur,Pandharpur APMC,Tomato,1200.0,2025-11-08
Maharashtra,Pune,Pune(Manjri) APMC,Onion,800.0,2025-11-08
Maharashtra,Pune,Junnar(Otur) APMC,Green Chilli,4000.0,2025-11-08
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market) APMC,Potato,1600.0,2025-11-08
Maharashtra,Jalgaon,Jalgaon APMC,Carrot,2500.0,2025-11-08
Maharashtra,Nagpur,Kamthi APMC,Cabbage,2280.0,2025-11-08
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Onion,1200.0,2025-11-08
Maharashtra,Pune,Pune(Manjri) APMC,Cabbage,1300.0,2025-11-08
Maharashtra,Nagpur,Nagpur APMC,Cabbage,725.0,2025-11-08
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market) APMC,Tomato,1300.0,2025-11-08
Maharashtra,Pune,Pune(Moshi) APMC,Tomato,900.0,2025-11-08
Maharashtra,Jalgaon,Jalgaon APMC,Green Chilli,2500.0,2025-11-08
Maharashtra,Pune,Pune(Pimpri) APMC,Tomato,1500.0,2025-11-09
